iter	RMSE
333	0.05934378187
334	0.05931885268
335	0.05930214176
336	0.05929109114
337	0.0592832647
338	0.05927542101
339	0.05925471607
340	0.05924038133
341	0.05923204759
342	0.05922585787
343	0.05921080978
344	0.05920061045
345	0.05919194302
346	0.05917353311
347	0.05914776705
348	0.05914131673
349	0.05912270929
350	0.05911545411
351	0.05908862514
352	0.05906718938
353	0.05905677627
354	0.05904415541
355	0.0590327058
356	0.05902259829
357	0.05900166527
358	0.05898250816
359	0.05897478048
360	0.0589697265
361	0.05894386775
362	0.05893860316
363	0.05891787258
364	0.05889970966
365	0.05888828463
366	0.05887932104
367	0.05887014525
368	0.05886431723
369	0.05885383724
370	0.05884001253
371	0.05882440301
372	0.05881326799
373	0.05880360191
374	0.05879887798
375	0.05879087977
376	0.05876981071
377	0.05876593401
378	0.05875317833
379	0.05874621343
380	0.05873692746
381	0.05872032066
382	0.05870083006
383	0.05869673698
384	0.05868820927
385	0.05868150087
386	0.05867049634
387	0.05866444256
388	0.05865980604
389	0.05865488853
390	0.05864523536
391	0.0586347369
392	0.05863036843
393	0.05862367182
394	0.05861731139
395	0.05860688162
396	0.05859549612
397	0.05858812868
398	0.05857245627
399	0.05855281043
